Id,Project,Reporter,Assigned To,Priority,Severity,Reproducibility,Product Version,Category,Date Submitted,OS,OS Version,Platform,View Status,Updated,Summary,Status,Resolution,Fixed in Version
0000417,Estuary Releases,fangyuanzheng,fangyuanzheng,normal,minor,always,,Build Issues,2016-07-13,,Estuary2.3rc0,Estuary D02,public,2016-10-24,"２．３rc0 D02&D03共用同一Image,grub.cfg编译时也应把Image_D02,Image_D03改为Image",closed,fixed,
0000416,Estuary Releases,zhaoshijie,hensonwang,normal,minor,always,,Grub Issues,2016-07-13,ubuntu,15.04,D02,public,2016-10-27,"When there is only one SAS disk, the read out of the disc symbol is not HD1",closed,not a bug,
0000415,Estuary Releases,chenshuangsheng,hensonwang,normal,minor,always,,Build Issues,2016-07-13,Ubuntu,15.04,PC,public,2016-08-30,Build submodule  not passed!,closed,fixed,
0000414,Estuary Releases,fangyuanzheng,hensonwang,normal,minor,always,,Kernel Issues,2016-07-13,,Estuary2.3rc0,Estaury D02,public,2016-09-01,Estuary D02 PCIE-SATA启动失败,closed,fixed,
0000413,Estuary Releases,fangyuanzheng,fangyuanzheng,normal,minor,always,,Build Issues,2016-07-12,,Estuary2.3rc0,Estuary D02,public,2016-09-01,Estuary D02 USB快速部署失败，无法启动,closed,wont fix,
0000412,Estuary Releases,mahongxin,cailianchum,high,minor,always,,Build Issues,2016-07-12,,,D03,public,2016-07-14,D03 iso boot failure,closed,fixed,
0000411,Estuary Releases,mahongxin,hensonwang,high,minor,always,,UEFI Issues,2016-07-12,,,D03,public,2016-07-19,D03 BMC boot iso failure,closed,fixed,
0000410,Estuary Releases,shyju,shyju,high,major,always,,Distribution Issues,2016-07-11,,,,public,2016-12-24,[CALIPER-OBSERVATION] Build fails,resolved,fixed,
0000409,Estuary Releases,mahongxin,hensonwang,high,minor,always,,UEFI Issues,2016-07-11,,,D03 ,public,2016-07-18,BMC boot  ISO file failure,closed,fixed,
0000408,Estuary Releases,fangyuanzheng,hensonwang,normal,minor,always,,UEFI Issues,2016-07-08,,Estuary2.3rc0,Estuary D02,public,2016-09-01,Estuary D02单板重启后，等待进入uefi界面时间过长（３０s）,closed,fixed,
0000407,Estuary Releases,shyju,shyju,normal,minor,always,,Distribution Issues,2016-07-08,,,,public,2016-08-03,[CALIPER-OBSERVATION] lscpu command is giving erraneous data,resolved,fixed,
0000406,Estuary Releases,chenshuangsheng,fengliang,normal,minor,always,,Distribution Issues,2016-07-08,Ubuntu,15.04,"D02,D03",public,2016-08-30,Have no access to the Internet,closed,fixed,
0000405,Estuary Releases,chenshuangsheng,chenshuangsheng,normal,major,always,,Build Issues,2016-07-08,ubuntu,15.04,PC,public,2016-08-30,Package not installed while config is YES !,closed,not fixable,
0000404,Estuary Releases,fangyuanzheng,fangyuanzheng,normal,minor,always,,Kernel Issues,2016-07-07,,Estuary2.3rc0,Estuary D02 Ubuntu,public,2016-08-04,Estuary D02 Ubuntu无法下发dmidecode命令,closed,fixed,
0000403,Estuary Releases,chenshuangsheng,hensonwang,normal,major,always,,UEFI Issues,2016-07-07,ubuntu,14.04,D02,public,2016-08-30,Can not support kinsston DDR,closed,fixed,
0000402,Estuary Releases,chenshuangsheng,chenshuangsheng,normal,minor,always,,Build Issues,2016-07-07,Ubuntu,15.04,PC,public,2016-08-09,Not support Qume,closed,fixed,
0000401,Estuary Releases,chenshuangsheng,chenshuangsheng,normal,major,always,,Build Issues,2016-07-07,Ubuntu,15.04,PC,public,2016-08-30,"编译用的配置文件不是从ftp下载的,是用的本地配置",closed,fixed,
0000400,Estuary Releases,chenshuangsheng,chenshuangsheng,normal,minor,always,,Build Issues,2016-07-07,Ubuntu,15.04,PC,public,2016-08-30,配置文件没有加RanchOS,closed,fixed,
0000399,Estuary Releases,fangyuanzheng,cailianchum,normal,minor,always,,Kernel Issues,2016-07-07,,Estuary2.3rc0,Estuary D02 SAS,public,2016-08-04,Estuary D02 sas 启动，打印错误信息,closed,fixed,
0000398,Estuary Releases,mahongxin,hensonwang,normal,minor,always,,UEFI Issues,2016-07-07,,,D03,public,2016-08-30,D03 UEFI version error,closed,fixed,
0000397,Estuary Releases,chenshuangsheng,chenshuangsheng,normal,major,always,,Build Issues,2016-07-05,ubuntu,15.04,PC,public,2016-07-06,aarch64-linux-gnu-gcc: Command not found,closed,fixed,
0000396,Estuary Releases,hensonwang,hensonwang,high,major,always,,Build Issues,2016-07-05,NA,NA,NA,public,2016-07-30,Estuary can't build if only use D02/D03/Hikey platform as parameter,resolved,wont fix,
0000395,Estuary Releases,chenshuangsheng,chenshuangsheng,normal,major,always,,Build Issues,2016-07-05,ubuntu,15.04,PC,public,2016-08-30,Hikey build  fail!!,closed,fixed,
0000394,Estuary Releases,chenshuangsheng,chenshuangsheng,normal,tweak,always,,Build Issues,2016-07-05,buntu,15.04,PC,public,2016-08-30,Build script  can compatible  old parameter,closed,fixed,
0000393,Estuary Releases,shyju,tiantao6,high,tweak,random,,Kernel Issues,2016-07-03,Ubuntu,-14.04LTS,D02-32GB,public,2017-06-08,[CALIPER-OBSERVATION] unhandled level 1 permission fault,deferred,wont fix,
0000385,Estuary Releases,zhaoshijie,zhaoshijie,normal,tweak,always,,Build Issues,2016-07-01,ubuntu,15.04,pc,public,2016-08-30,"Modify the packages option in the estuarycfg.json, the new Distrobution is not automatically generated",closed,not fixable,
0000384,Estuary Releases,zhaoshijie,chenshuangsheng,normal,minor,always,,Build Issues,2016-07-01,ubuntu,15.04,pc,public,2016-08-30,"After running a clean command, and then build failed",closed,fixed,
0000383,Estuary Releases,fangyuanzheng,fangyuanzheng,normal,minor,always,,Build Issues,2016-07-01,,Estuary2.3pre03,Estuary Distribution,public,2016-07-28,Estuary Distribution 压缩格式错误,closed,fixed,
0000382,Estuary Releases,fangyuanzheng,fangyuanzheng,normal,minor,always,,Build Issues,2016-07-01,,Estuary2.3pre03,Estuary D02,public,2016-07-28,Estuary D02 build 缺少mini-rootfs文件,closed,fixed,
0000381,Estuary Releases,fangyuanzheng,fangyuanzheng,normal,minor,always,,Build Issues,2016-07-01,,Estuary2.3pre03,Estuary HiKey,public,2016-07-28,Estuary build HiKey 缺少４个文件,closed,fixed,
0000380,Estuary Releases,chenshuangsheng,chenshuangsheng,normal,minor,always,,Build Issues,2016-06-30,Ubuntu,15.04,PC,public,2016-08-30,./estuary/build.sh clean --cfgfile=./estuary/estuarycfg.json --builddir=./out   can not clean  all binary files!,closed,fixed,
0000379,Estuary Releases,chenshuangsheng,chenshuangsheng,normal,major,always,,Build Issues,2016-06-30,Ubuntu,15.04,PC,public,2016-08-30,Build  under the directory  estuary will download again!,closed,fixed,
0000378,Estuary Releases,chenshuangsheng,cailianchum,normal,major,always,,Build Issues,2016-06-30,Ubuntu,15.04,PC,public,2016-07-04,/bin/sh: 1: aarch64-linux-gnu-gcc: not found,closed,fixed,
0000376,Estuary Releases,belhez,belhez,normal,minor,always,,Caliper Issues,2016-06-28,,,,public,2016-07-25,"if reached caliper_output/output_10, caliper will not create caliper_output/output_11",closed,fixed,
0000375,Estuary Releases,fangyuanzheng,fangyuanzheng,normal,minor,always,,Kernel Issues,2016-06-23,,Estuary2.3-pre02,Estuary D02 Ubuntu,public,2016-08-04,Estuary D02 Ubuntu 版本无法下发dmidecode命令,closed,fixed,
0000374,Estuary Releases,mahongxin,mahongxin,normal,minor,always,,Build Issues,2016-06-21,,,D03,public,2016-08-30,D03 usb quickly deploy failure,closed,fixed,
0000373,Estuary Releases,fangyuanzheng,chenshuangsheng,normal,minor,have not tried,,Kernel Issues,2016-06-21,,Estuary2.3-pre02,Estuary D02,public,2016-09-01,Estuary D02 sas启动，各发行版reboot之后打印错误信息,closed,fixed,
0000371,Estuary Releases,mahongxin,chenzhihui,normal,minor,always,,Deployment Issues,2016-06-16,,,D03,public,2016-08-30,"In the D03 USB ordinary  deploy grub.cfg file   about ""acpi=force"" Place the location of the problem",closed,fixed,
0000370,Estuary Releases,zhaoshijie,hensonwang,normal,minor,sometimes,,UEFI Issues,2016-06-16,Estuary v2.2 D02 UEFI,newest,D02,public,2016-08-30,The newest UEFI  probabilistic can not find the SAS hard disk,closed,fixed,
0000369,Estuary Releases,fangyuanzheng,fangyuanzheng,normal,minor,always,,Build Issues,2016-06-15,,Estuary2.3-pre02,Estuary D02,public,2016-07-28,Estuary D02 NFS无法启动,closed,fixed,
0000368,Estuary Releases,fangyuanzheng,hensonwang,normal,minor,always,,Build Issues,2016-06-15,,Estuary2.3-pre02,Estuary D02,public,2016-07-28,Estuary D02 无法烧写Image,closed,fixed,
0000367,Estuary Releases,mahongxin,hensonwang,normal,minor,always,,UEFI Issues,2016-06-12,,,D03,public,2016-08-30,new memory chips unable to use,closed,fixed,
0000365,Estuary Releases,mahongxin,mahongxin,normal,minor,always,,Build Issues,2016-06-08,,,D03,public,2016-08-30,D03  need add acpi usb quickly deploy,closed,fixed,
0000364,Estuary Releases,xinliang,timmy,normal,minor,always,,Documents Issues,2016-06-07,,,,public,2016-06-14,The driver config option of shenwei PEC-2024 PCIE-to-SATA card  is wrong,closed,fixed,
0000363,Estuary Releases,fangyuanzheng,hensonwang,normal,minor,always,,Build Issues,2016-06-03,,Estuary2.3-pre,Estuary D02 ,public,2016-07-28,Estuary D02 USB快速部署失败，无法启动,closed,fixed,
0000362,Estuary Releases,mahongxin,chenzhihui,normal,minor,always,,Kernel Issues,2016-06-03,,,D03,public,2016-08-30,D03 NFS  start the kernel log  have failure phenomenon,closed,fixed,
0000361,Estuary Releases,fangyuanzheng,chenzhihui,normal,minor,always,,Kernel Issues,2016-06-02,,Estuary2.3-pre,Estuary D02 Ubuntu,public,2016-07-28,Estuary D02 部署sas启动，敲lspci命令，一直打印错误信息,closed,fixed,
0000360,Estuary Releases,mahongxin,mahongxin,high,minor,have not tried,,Build Issues,2016-06-01,,,D03,public,2016-08-30,D03  USB quick deploy failure,closed,fixed,
0000359,Estuary Releases,fangyuanzheng,fangyuanzheng,normal,minor,always,,Kernel Issues,2016-06-01,,Estuary2.3-pre,Estuary D02 Ubuntu,public,2016-07-28,Estuary D02 Ubuntu NFS 启动时间过长,closed,fixed,
0000358,Estuary Releases,fangyuanzheng,chenzhihui,normal,minor,sometimes,,Kernel Issues,2016-06-01,,Estuary2.3-pre,Estuary D02,public,2016-07-28,Estuary D02　sas根据uuid启动，概率的出现无法找到hd3信息,closed,fixed,
0000357,Estuary Releases,mahongxin,mahongxin,high,minor,always,,Build Issues,2016-06-01,,,D03,public,2017-02-13,D03 BOOT via USB  ACPI  failure,closed,fixed,
0000356,Estuary Releases,fangyuanzheng,hensonwang,normal,minor,have not tried,,Kernel Issues,2016-06-01,,Estuary2.3-pre,Estuary D02,public,2016-07-28,acpi模式启动Ｄ０２，ｅｔｈ０接口ｉｐ＆ｍａｃ改变,closed,fixed,
0000355,Estuary Releases,fangyuanzheng,chenzhihui,normal,minor,sometimes,,Kernel Issues,2016-06-01,,Estuary2.3-pre,Estuary ,public,2016-08-04,各种发行版部署启动后，重启大概率挂死,closed,fixed,
0000354,Estuary Releases,fangyuanzheng,hensonwang,normal,minor,always,,Kernel Issues,2016-05-31,,Estuary2.3-pre,Estuary HiKey,public,2016-07-28,HiKey 部署之后无法启动,closed,fixed,
0000353,Estuary Releases,fangyuanzheng,xinliang,normal,minor,always,,Kernel Issues,2016-05-31,,Estuary2.3-pre,Estuary D02&D03,public,2016-07-28,Estuary D02&D03无法识别ＰＣＩＥ转ＳＡＴＡ后的ＳＡＴＡ盘,closed,fixed,
0000352,Estuary Releases,zhaoshijie,zhaoshijie,normal,minor,always,,Kernel Issues,2016-05-31,Ubuntu,15.04,D03,public,2016-08-30,"QEMU startup failed, and qemu-kvm startup failed",closed,fixed,
0000348,Estuary Releases,alan,alan,normal,minor,always,,Distribution Issues,2016-05-28,minirootfs,,d02/d03,public,2016-11-01,scp performance is low under miniroortfs system,closed,fixed,
0000346,Estuary Releases,fangyuanzheng,hensonwang,normal,minor,always,,UEFI Issues,2016-05-27,,Estuary2.2,Estuary D02,public,2016-09-01,D02 板子上插Ｕ盘后重启，ｓａｓ盘的顺序编号发生变化,closed,not a bug,
0000345,Estuary Releases,belhez,shyju,normal,minor,always,,Caliper Issues,2016-05-26,ubuntu,,D02,public,2017-06-08,openssl build error,deferred,wont fix,
0000344,Estuary Releases,belhez,belhez,normal,minor,always,,Caliper Issues,2016-05-26,ubuntu,,D02,public,2016-07-13,nbench build error,closed,fixed,
0000340,Estuary Releases,mahongxin,hensonwang,normal,minor,always,,UEFI Issues,2016-05-24,,,D03,public,2016-07-19,BMC boot  ISO file failure,closed,fixed,
0000339,Estuary Releases,chenzhihui,chenzhihui,low,minor,sometimes,,Kernel Issues,2016-05-24,Ubuntu,15.10,D02,public,2016-12-29,Intel 82599 网卡发现丢多播包,resolved,open,
0000337,Estuary Releases,fangyuanzheng,fangyuanzheng,normal,minor,always,,General,2016-05-23,,Estuary2.2,Estuary D02,public,2016-07-28,D02 kernel test failed case,closed,fixed,
0000336,Estuary Releases,shameer,chenshuangsheng,normal,minor,have not tried,,Kernel Issues,2016-05-23,,,,public,2016-06-08,dts ethernet  inconsistency in hip06_hns.dtsi,resolved,fixed,
0000335,Estuary Releases,mahongxin,hushiyuan,normal,minor,always,,Applications Issues,2016-05-19,,,D03,public,2016-08-30,D03 start lxc failure,closed,fixed,
0000332,Estuary Releases,mahongxin,hushiyuan,normal,minor,always,,Applications Issues,2016-05-19,,,D03,public,2016-05-19,D03 install lxc failure,closed,fixed,
0000331,Estuary Releases,kenneth,timmy,normal,major,always,,Documents Issues,2016-05-18,,Estuary2.2,Estuary,private,2016-06-20,Please remove any text that is talking about EulerOS,closed,fixed,
0000330,Estuary Releases,mahongxin,mahongxin,normal,minor,always,,Kernel Issues,2016-05-18,,,D03,public,2016-08-30,D03 kernel have some commod failure,closed,fixed,
0000329,Estuary Releases,belhez,dikshit,normal,minor,always,,Armor tools Issues,2016-05-18,OpenSuse,,D03,public,2017-02-14,D02 OpenSuse 执行 qemu 的 qemu-system-aarch64 启动失败.,assigned,open,
0000327,Estuary Releases,fangyuanzheng,hensonwang,low,minor,always,,UEFI Issues,2016-05-17,,Estuary2.2,D02,public,2016-10-11,D02 板子部署２块sas盘，ｕｅｆｉ没有选择项，而是随机选取一个sas盘启动,closed,fixed,
0000326,Estuary Releases,justin,hensonwang,normal,minor,have not tried,,UEFI Issues,2016-05-17,,,,public,2016-12-27,UEFI can't respond for SOL command or Shell command,assigned,open,
0000325,Estuary Releases,belhez,fengliang,normal,minor,always,,Distribution Issues,2016-05-16,opensuse,,D02,public,2016-06-25,opensuse repo 报错,closed,open,
0000324,Estuary Releases,mahongxin,mahongxin,normal,minor,always,,Applications Issues,2016-05-16,,,D03,public,2016-06-29,D03 Debian install applications failure,closed,fixed,
0000317,Estuary Releases,justin,sanil,normal,block,have not tried,,Website Issues,2016-05-12,,,,public,2017-03-16,FTP and webserver download speed is too slow,resolved,fixed,
0000316,Estuary Releases,chenshuangsheng,hensonwang,normal,minor,always,,UEFI Issues,2016-05-12,ubuntu,14.04,PC,public,2016-08-30,Build estuary code fail!,closed,fixed,
0000315,Estuary Releases,kenneth,hensonwang,normal,major,always,,UEFI Issues,2016-05-11,,Estuary2.2,Estuary,public,2016-06-28,the UEFI cannot boot SAS disk,resolved,open,
0000314,Estuary Releases,mahongxin,shameer,normal,major,always,,Applications Issues,2016-05-11,,,D03,public,2016-07-28,docker pull ubuntu  failure,closed,fixed,
0000313,Estuary Releases,mahongxin,mahongxin,normal,minor,always,,UEFI Issues,2016-05-11,,,D03 D02,public,2016-11-01,D03 and D02  boot via ESL--->demsg | grep -i -efi failure,closed,fixed,
0000302,Estuary Releases,justin,timmy,normal,minor,have not tried,,Build Issues,2016-05-10,,,,public,2017-01-14,Same default grub.cfg for different paltform,resolved,fixed,
0000300,Estuary Releases,zhaoshijie,zhaoshijie,normal,minor,always,,Deployment Issues,2016-05-04,ubuntu,15.04,D02,public,2016-08-30,Failed deployment system through PXE,closed,fixed,
0000299,Estuary Releases,chenshuangsheng,chenshuangsheng,normal,minor,always,,Build Issues,2016-05-03,ubuntu,14.04,PC,public,2016-08-30,Build HiKey  generate a fip.bin  but not used!!,closed,fixed,
0000297,Estuary Releases,chenshuangsheng,chenshuangsheng,normal,minor,always,,Hardware Issues,2016-04-28,ubuntu ,15.04,D02 ,public,2017-01-05,scp command  Maximum transmission speed is 56mbps,closed,fixed,
0000296,Estuary Releases,belhez,shyju,normal,minor,always,,Caliper Issues,2016-04-25,ubuntu,,D02,public,2016-07-07,hadoop: bayes prepare failed!,deferred,fix later,
0000295,Estuary Releases,mahongxin,cailianchum,normal,minor,always,,Build Issues,2016-04-23,,,D03,public,2016-04-29,in first time boot faile,closed,fixed,
0000294,Estuary Releases,mahongxin,hushiyuan,normal,minor,always,,Applications Issues,2016-04-23,,,D02,public,2016-08-30,D03 ubuntun install odp faile,closed,fixed,
0000293,Estuary Releases,shyju,justin,immediate,crash,always,,Kernel Issues,2016-04-22,,,,public,2016-05-10,While rebooting  D02 board kernel panic,closed,reopened,
0000292,Estuary Releases,shyju,shiju_jose,normal,minor,always,,Armor tools Issues,2016-04-21,,,,public,2016-04-25,user space Perf version does not match with the kernel version of estury2.2rc1,resolved,fixed,
0000291,Estuary Releases,sana,hensonwang,normal,minor,always,,UEFI Issues,2016-04-20,,,EST-v2.2-rc1,public,2016-05-05,rtc-efi :can't read the time,closed,duplicate,
0000290,Estuary Releases,fangyuanzheng,fengliang,normal,minor,always,,Applications Issues,2016-04-20,,,D02,public,2016-05-03,"D02 Debian via SATA boot,cann't install app Ceph",closed,fixed,
0000289,Estuary Releases,timmy,timmy,low,minor,always,,Documents Issues,2016-04-20,,,,public,2016-05-05,Deploy_Manual.txt.4D03 hardware board link incorrect,closed,fixed,
0000288,Estuary Releases,fangyuanzheng,fangyuanzheng,normal,minor,always,,Kernel Issues,2016-04-19,,,D02,public,2016-05-03,D02 ｓａｔａ盘启动　ｋｅｒｎｅｌ文件单独编译需体现,closed,fixed,
0000287,Estuary Releases,fangyuanzheng,hensonwang,normal,minor,always,,UEFI Issues,2016-04-19,,,Ｄ０２,public,2016-05-03,"When D02 Ubuntu system startup ,ｐｒｉｎｔ  message ""rtc-efi rtc-efi: can't read time""",closed,fixed,
0000286,Estuary Releases,sanil,sanil,normal,minor,always,,All Other Issues,2016-04-18,,,,public,2016-06-21,lshw: memory information is incomplete?,resolved,open,
0000285,Estuary Releases,zhaoshijie,elaine,normal,minor,always,,Applications Issues,2016-04-18,Ubuntu,15.04,D02,public,2017-01-23,Install the application openstack failure,closed,fixed,
0000284,Estuary Releases,zhaoshijie,zhaoshijie,normal,minor,always,,Applications Issues,2016-04-18,Ubuntu,15.04,D02,public,2016-08-30,The application kvm in the process of running death,closed,fixed,
0000283,Estuary Releases,timmy,justin,normal,minor,always,,Build Issues,2016-04-18,,,,public,2017-06-08,D03: shift + ~ . will always exit to local machine,deferred,wont fix,
0000282,Estuary Releases,timmy,timmy,normal,minor,always,,OpenLab Issues,2016-04-18,,,,public,2016-05-05,BoardServer1 board_list do not list correct board list of owner,closed,fixed,
0000280,Estuary Releases,sanil,sanil,normal,trivial,always,,Build Issues,2016-04-15,,,,public,2016-04-23,"./estuary/build.sh -h :: Runs some git related tasks, build and installations",resolved,fixed,
0000279,Estuary Releases,timmy,timmy,low,minor,always,,Build Issues,2016-04-14,,,,public,2016-09-14,estuary/build.sh -c module will clean Build directory completely,closed,fixed,
0000278,Estuary Releases,timmy,timmy,normal,minor,always,,Documents Issues,2016-04-14,,,,public,2016-05-05,D02 Deployment: SATA method description inaccurate,closed,fixed,
0000277,Estuary Releases,timmy,timmy,normal,minor,always,,Documents Issues,2016-04-14,,,,public,2016-05-05,DTB build command error description in Readme.txt.4D02 and Readme.txt.4D03,closed,fixed,
0000276,Estuary Releases,timmy,timmy,low,minor,always,,Documents Issues,2016-04-13,,,,public,2016-05-05,Suggest to unify all address / size hex values' format in all documents,closed,fixed,
0000275,Estuary Releases,fangyuanzheng,hensonwang,normal,major,always,,OpenLab Issues,2016-04-12,,,D01,public,2016-04-20,EBL mode cann't paste complete,deferred,open,
0000274,Estuary Releases,fangyuanzheng,chenzhihui,normal,major,always,,OpenLab Issues,2016-04-12,,,D01,public,2016-04-18,D01 cann't startup with Norflash mode,closed,fixed,
0000273,Estuary Releases,timmy,timmy,normal,minor,always,,Documents Issues,2016-04-12,,,,public,2016-05-05,Deploy_Manual.txt.4D03 Boot from PXE NIC description incorrect,closed,fixed,
0000271,Estuary Releases,belhez,belhez,normal,minor,always,,Distribution Issues,2016-04-06,CentOS,,D02,public,2016-04-20,CentOS sshfs install fail,closed,fixed,
0000270,Estuary Releases,belhez,belhez,normal,minor,always,,Armor tools Issues,2016-04-06,CentOS,,D02,public,2016-07-28,CentOS many commads not support.,closed,fixed,
0000269,Estuary Releases,belhez,belhez,normal,minor,always,,Distribution Issues,2016-04-06,CentOS,,D02,public,2016-04-20,CentOS LXC 找不到安装包,closed,fixed,
0000268,Estuary Releases,belhez,belhez,normal,minor,always,,Distribution Issues,2016-04-06,CentOS,,D02,public,2016-04-20,CentOS 执行docker命令失败,closed,fixed,
0000267,Estuary Releases,belhez,fengliang,normal,minor,always,,Distribution Issues,2016-04-06,CentOS,,D02,public,2016-06-25,CentOS phpmyadmin install fail,closed,open,
0000266,Estuary Releases,belhez,belhez,normal,minor,always,,Distribution Issues,2016-04-06,CentOS,,D02,public,2016-05-19,CentOS php 安装失败,closed,fixed,
0000265,Estuary Releases,belhez,belhez,normal,minor,always,,Distribution Issues,2016-04-06,centos,,D02,public,2016-05-19,CentOS No package apache available,closed,fixed,
0000264,Estuary Releases,belhez,belhez,normal,minor,always,,Armor tools Issues,2016-04-06,opensuse,,D02,public,2016-07-28,opensuse many command not support,closed,fixed,
0000263,Estuary Releases,belhez,belhez,normal,minor,always,,Distribution Issues,2016-04-06,opensuse,,D02,public,2016-04-20,opensuse php5 访问失败,closed,fixed,
0000262,Estuary Releases,belhez,belhez,normal,minor,always,,Distribution Issues,2016-04-06,opensuse,,D02,public,2016-04-20,opensuse apache2 访问失败,closed,fixed,
0000261,Estuary Releases,belhez,belhez,normal,minor,always,,Distribution Issues,2016-04-06,opensuse,,D02,public,2016-07-28,opensuse LXC 配置检测有问题,closed,fixed,
0000260,Estuary Releases,belhez,hensonwang,normal,minor,always,,UEFI Issues,2016-04-06,,,D02,public,2016-04-12,D02 KVM 未开启虚拟化支持,closed,open,
0000259,Estuary Releases,belhez,shameer,normal,minor,always,,Distribution Issues,2016-04-06,opensuse,,D02,public,2016-07-28,opensuse docker 下载镜像失败,assigned,open,
0000258,Estuary Releases,kenneth,kenneth,low,minor,always,,All Other Issues,2016-04-06,,,,private,2016-04-11,no parameter check with create-udisk.sh,closed,open,
0000257,Estuary Releases,kenneth,sanil,normal,minor,always,,Download Issues,2016-04-02,,,,private,2016-07-02,http://download.open-estuary.org/ is not accessable in China,resolved,fixed,
0000254,Estuary Releases,chenshuangsheng,chenshuangsheng,normal,minor,always,,Distribution Issues,2016-04-01,ubuntu,15.04,D03,public,2016-04-29,reboot not   normal !!!,closed,unable to duplicate,
0000253,Estuary Releases,mahongxin,mahongxin,normal,minor,always,,Build Issues,2016-04-01,,,"D02,D03",public,2016-08-30,USB quick deploy----->grub.cfg file  have some  problems,closed,fixed,
0000251,Estuary Releases,kenneth,kenneth,normal,minor,always,,Kernel Issues,2016-03-31,,,,private,2016-04-11,mini cpio fs problem,closed,open,
0000250,Estuary Releases,fangyuanzheng,user23,normal,minor,always,,Deployment Issues,2016-03-31,,,HiKey,public,2016-04-15,HiKey WIFI无法配置,closed,fixed,
0000248,Estuary Releases,chenshuangsheng,chenshuangsheng,high,minor,always,,Armor tools Issues,2016-03-31,ubuntu,15.04,D03,public,2016-05-03,Failed to start /etc/rc.local Compatibility.,closed,fixed,
0000247,Estuary Releases,chenshuangsheng,sanil,normal,minor,always,,Documents Issues,2016-03-31,ubuntu,15.04,D03,public,2016-03-31,Deploy_Manual.txt  have not about  PCIE to SATA   explain,closed,fixed,
0000246,Estuary Releases,chenshuangsheng,kongxinwei,normal,minor,sometimes,,Kernel Issues,2016-03-31,ubuntu,15.04,D02,public,2016-12-22,The board will reboot  sometime!!!!,deferred,wont fix,
0000245,Estuary Releases,chenshuangsheng,chenshuangsheng,normal,minor,always,,Deployment Issues,2016-03-30,,,,public,2016-03-31,Boot via PCIE_SATA fail!!!,closed,fixed,
0000244,Estuary Releases,chenshuangsheng,chenshuangsheng,normal,minor,always,,Hardware Issues,2016-03-30,ubuntu,15.04,D03,public,2017-01-05,Copy  Paste  not complete in console!!,closed,fixed,
0000243,Estuary Releases,chenshuangsheng,hensonwang,high,minor,always,,UEFI Issues,2016-03-30,ubuntu,15.04,D03(D02),public,2016-04-20,UEFI Menu display error!!!!,closed,fixed,
0000242,Estuary Releases,chenshuangsheng,yaolan,high,minor,sometimes,,OpenLab Issues,2016-03-29,ubuntu,15.04,D03,public,2016-04-20,Network instability,closed,fixed,
0000241,Estuary Releases,belhez,anurup_m,normal,minor,always,,Armor tools Issues,2016-03-29,ubuntu,15.04,D02,public,2017-06-08,perf test many fails.,closed,invalid,
0000239,Estuary Releases,kenneth,justin,normal,minor,always,,Build Issues,2016-03-29,,,,private,2016-04-29,Estuary 2.2rc0 build error,resolved,open,
0000235,Estuary Releases,mahongxin,cailianchum,normal,minor,always,,Build Issues,2016-03-28,,,D02,public,2016-03-31,on the DO2 board   compile the source code failure,closed,fixed,
0000233,Estuary Releases,mahongxin,justin,normal,minor,sometimes,,Kernel Issues,2016-03-28,,,D02,public,2016-05-03,Boot via SATA failure  failure probability is larger（待定）,closed,fixed,
0000231,Estuary Releases,mahongxin,mahongxin,normal,minor,always,,Distribution Issues,2016-03-28,,,D02,public,2016-04-19,Debian  Can't install the application,closed,fixed,
0000229,Estuary Releases,mahongxin,chenshuangsheng,normal,minor,sometimes,,UEFI Issues,2016-03-26,,,D02,public,2016-05-03,D02---》Boot via NOflash   burning Image_D02 and mini-rootfs-arm64.cpio.gz file somtimes slow or dead   (delay---->rc2),closed,fixed,
0000228,Estuary Releases,chenshuangsheng,kongxinwei,normal,minor,have not tried,,Kernel Issues,2016-03-26,ubuntu,15.04,D03,public,2016-04-20,MAC address conflict,closed,fixed,
0000227,Estuary Releases,chenshuangsheng,chenzhihui,normal,minor,have not tried,,Applications Issues,2016-03-25,all,,D03,public,2016-04-20,Paste  not complete,closed,fixed,
0000224,Estuary Releases,chenshuangsheng,chenshuangsheng,normal,minor,always,,UEFI Issues,2016-03-25,ubuntu,15.04,D03,public,2016-05-03,Uefi   menu display is not in conformity with the actual,closed,fixed,
0000223,Estuary Releases,belhez,belhez,normal,minor,always,,Distribution Issues,2016-03-24,opensuse,,D02,public,2016-03-26,mkfs.vfat command not found,closed,fixed,
0000222,Estuary Releases,chenshuangsheng,chenshuangsheng,normal,minor,always,,Build Issues,2016-03-24,Ubuntu,15.04,PC ,public,2016-08-30,build.sh not support   Submodule compilation,closed,fixed,
0000220,Estuary Releases,mahongxin,user23,normal,minor,always,,Deployment Issues,2016-03-24,,,D02,public,2016-04-19,D02-------->USB quick Deploy faile,closed,fixed,
0000219,Estuary Releases,belhez,belhez,high,major,always,,UEFI Issues,2016-03-24,,,D02,public,2016-04-20,"uefi EBL command line when paste, only half string pasted and other half string is lost.",closed,fixed,
0000209,Estuary Releases,kenneth,kenneth,normal,major,always,,Distribution Issues,2016-03-02,Ubuntu,15.04,D02,private,2016-10-20,docker daemon start fail,closed,fixed,
0000208,Estuary Releases,kenneth,justin,normal,major,always,,Distribution Issues,2016-03-02,Ubuntu,15.04,D02,private,2016-03-03,local gcc fail with library problem,closed,duplicate,
