TimePoint,NO,NO2,NOx,SO2,CO,O3,PM10,PM2.5,BC,Visibility,WindD,WindS,Temperature,Humidity,Pressure
2013-06-12 16:00:00,1.82,11.2,13.06,10.86,,75.81,38.18,26.19,1.404,17.58,217.07,1.24,33.12,21.38,997.45
2013-06-12 17:00:00,1.76,12.72,14.53,10.53,,74.05,181.16,37.3,1.785,15.26,214.82,1.36,32.44,21.99,997.28
2013-06-12 18:00:00,1.7,14.58,16.36,11.45,,72.77,95.33,58.45,2.758,12.07,215.92,1.34,31.17,24.36,997.56
2013-06-12 19:00:00,1.61,26.13,27.77,10.85,,59.3,135.86,71.61,4.525,9.13,215.4,0.66,29.34,29.67,998.13
2013-06-12 20:00:00,1.5,17.84,19.39,5.73,,57.27,85.89,37.95,3.337,10.94,216.18,0.79,27.65,32.58,998.68
2013-06-12 21:00:00,1.48,15.33,16.87,4.66,,52.32,78.94,35.46,3.271,11.99,214.34,0.87,26.41,35.67,999.31
2013-06-12 22:00:00,1.41,16.02,17.49,5.63,,47.91,74.29,36.87,3.101,12.41,217.06,0.83,25.39,39.43,999.69
2013-06-12 23:00:00,1.42,22.3,23.76,11.21,,39.14,84.4,43.59,3.41,12.17,230.85,0.36,24.47,43.62,999.75
2013-06-13 00:00:00,7.85,47.39,55.19,11.38,,11.38,154.81,64.15,5.964,7.94,177.69,0.16,22.86,50.06,999.76
2013-06-13 01:00:00,1.73,24.68,26.47,11.28,,23.81,101.67,54.22,4.959,9.63,234.11,0.32,21.44,55.55,999.77
2013-06-13 02:00:00,2.17,25.25,27.48,9.12,,19.67,84.92,52.12,5.318,9.69,241.23,0.2,20.76,58.0,999.89
2013-06-13 03:00:00,1.47,21.33,22.9,10.08,,20.63,85.01,52.08,5.359,9.86,244.38,0.16,20.26,59.97,1000.01
2013-06-13 04:00:00,2.0,22.29,24.37,8.2,,18.51,71.01,54.4,5.458,8.66,219.5,0.24,19.59,62.53,1000.37
2013-06-13 05:00:00,2.61,23.28,25.98,6.16,,17.79,104.95,66.88,6.407,6.89,224.12,0.37,19.5,64.5,1000.91
2013-06-13 06:00:00,3.06,17.52,20.7,5.52,,24.67,101.88,70.32,6.213,6.77,213.4,0.68,20.37,65.82,1001.6
2013-06-13 07:00:00,2.73,12.21,15.02,5.21,,33.17,88.24,62.35,5.42,7.38,213.45,1.09,22.17,63.75,1002.02
2013-06-13 08:00:00,3.12,12.06,15.28,7.06,,40.08,107.61,55.54,4.917,7.93,208.91,1.21,24.29,57.52,1002.29
2013-06-13 09:00:00,2.75,11.73,14.55,8.25,,50.08,79.81,47.94,4.153,9.08,211.4,1.11,26.66,49.36,1002.17
2013-06-13 10:00:00,2.3,11.05,13.4,8.66,,61.2,80.55,44.69,3.4,10.18,211.26,1.46,28.79,41.85,1001.92
2013-06-13 11:00:00,1.63,6.72,8.35,6.42,,66.29,72.5,45.25,2.725,11.22,213.7,1.91,30.13,36.45,1001.65
2013-06-13 12:00:00,1.33,5.73,7.05,5.1,,71.89,75.36,49.38,2.472,11.8,217.42,1.81,30.51,33.76,1001.31
2013-06-13 13:00:00,1.2,6.07,7.28,4.49,,74.23,62.46,42.27,2.287,12.87,216.34,1.72,30.99,32.79,1000.57
2013-06-13 14:00:00,1.31,8.13,9.43,3.32,,72.41,45.96,36.57,2.173,13.22,212.97,1.41,31.78,28.39,999.98
2013-06-13 15:00:00,1.16,9.77,10.94,3.17,,73.38,103.47,41.73,2.525,12.69,208.61,1.53,31.96,27.1,999.41
2013-06-13 16:00:00,1.03,10.62,11.65,3.21,,74.68,99.98,60.5,2.659,13.08,209.09,1.35,31.86,24.6,999.08
2013-06-13 17:00:00,1.05,13.3,14.41,3.57,,71.66,76.81,45.05,2.664,12.16,213.12,1.26,31.44,23.47,998.71
2013-06-13 18:00:00,1.22,21.95,23.25,5.67,,59.13,112.4,63.75,3.975,9.76,210.66,0.95,30.37,24.65,998.86
2013-06-13 19:00:00,1.13,31.71,32.87,4.55,,46.65,131.03,67.9,5.246,8.31,199.83,0.87,28.83,28.82,999.08
2013-06-13 20:00:00,0.8,26.1,26.95,4.35,,43.83,134.89,55.28,5.021,9.34,212.74,0.72,26.78,34.83,999.67
2013-06-13 21:00:00,1.82,41.73,43.47,8.65,,25.12,168.96,68.27,7.636,7.44,213.24,0.41,25.17,40.32,1000.38
2013-06-13 22:00:00,0.7,28.13,28.86,14.86,,35.53,138.62,63.02,7.713,8.08,243.35,0.17,24.24,43.64,1000.96
2013-06-13 23:00:00,1.87,34.56,36.42,9.0,,27.06,143.08,67.68,7.274,7.86,31.7,0.05,23.52,46.54,1001.42
2013-06-14 00:00:00,0.64,23.49,24.18,6.8,,35.93,112.67,64.5,5.952,8.2,234.54,0.3,23.43,45.68,1001.5
2013-06-14 01:00:00,6.84,40.86,47.75,5.82,,16.53,175.03,81.39,8.629,6.64,213.21,0.23,22.59,49.89,1001.08
2013-06-14 02:00:00,0.67,18.73,19.48,11.12,,37.21,131.3,86.53,8.047,6.31,208.45,0.78,21.79,52.65,1000.69
2013-06-14 03:00:00,0.69,16.39,17.17,8.11,,42.46,135.36,97.96,9.355,6.37,216.09,0.66,21.46,54.32,1000.63
2013-06-14 04:00:00,0.73,15.28,16.07,8.91,,40.4,128.2,99.47,9.248,5.47,222.1,0.67,20.81,57.52,1001.19
2013-06-14 05:00:00,0.92,15.03,16.0,7.39,,38.19,131.86,102.15,9.68,5.04,221.11,0.37,20.56,59.45,1001.52
2013-06-14 06:00:00,1.21,15.41,16.7,7.77,,37.1,136.46,107.83,9.983,4.57,212.62,1.11,20.8,60.7,1001.67
2013-06-14 07:00:00,1.66,15.94,17.66,9.47,,40.85,162.23,111.0,10.297,4.68,214.75,1.01,22.56,56.39,1002.27
2013-06-14 08:00:00,2.1,17.98,20.16,9.54,,49.16,177.24,109.17,10.188,4.92,209.22,0.82,24.68,51.14,1002.54
2013-06-14 09:00:00,1.58,13.57,15.22,18.86,,71.41,139.21,93.89,8.41,5.37,213.35,1.44,26.39,47.59,1002.39
2013-06-14 10:00:00,1.63,12.34,14.03,21.34,,81.46,251.47,76.0,5.339,6.09,211.46,1.47,27.86,42.8,1002.01
2013-06-14 11:00:00,1.53,11.61,13.18,9.15,,81.43,186.78,84.05,6.526,5.97,206.92,1.18,29.17,37.26,1001.45
2013-06-14 12:00:00,1.31,9.87,11.18,7.0,,85.19,128.14,82.65,6.443,7.15,197.57,0.88,30.27,32.07,1000.72
2013-06-14 13:00:00,1.0,10.04,11.05,6.5,,92.2,122.18,85.55,7.157,7.0,183.85,0.68,31.13,30.31,999.86
2013-06-14 14:00:00,0.79,11.14,11.91,6.3,,98.29,150.73,107.26,8.29,6.34,148.61,0.75,31.52,30.0,999.26
2013-06-14 15:00:00,0.7,12.81,13.53,6.25,,98.64,129.28,98.49,8.207,6.74,158.08,0.75,31.65,28.67,998.84
2013-06-14 16:00:00,0.65,16.68,17.41,7.09,,99.34,155.37,110.77,8.638,6.33,176.07,0.6,31.65,28.48,998.43
2013-06-14 17:00:00,0.61,15.58,16.25,8.13,,95.49,220.15,95.41,7.313,7.23,132.55,0.61,31.14,29.95,998.31
2013-06-14 18:00:00,0.64,19.76,20.49,8.37,,82.58,166.71,102.41,6.927,6.83,158.45,0.42,30.23,32.03,998.51
2013-06-14 19:00:00,0.59,25.79,26.46,8.02,,65.7,163.62,91.47,6.861,6.88,131.24,0.27,28.86,35.64,999.05
2013-06-14 20:00:00,0.57,27.65,28.24,7.57,,55.3,162.94,76.6,6.945,7.28,110.03,0.27,27.43,39.24,999.56
2013-06-14 21:00:00,0.56,28.31,28.92,6.92,,50.01,147.07,67.22,6.868,7.04,186.85,0.32,26.46,40.42,1000.03
2013-06-14 22:00:00,0.51,24.09,24.65,8.21,,49.08,151.33,77.58,6.946,6.84,127.96,0.33,25.43,42.57,1000.1
2013-06-14 23:00:00,0.49,22.72,23.28,7.86,,49.79,176.3,106.1,8.618,5.36,199.97,0.36,24.62,46.1,1000.07
2013-06-15 00:00:00,0.4,17.67,18.17,7.68,,51.36,172.44,117.8,9.27,4.89,266.58,0.16,23.93,50.02,999.96
2013-06-15 01:00:00,0.36,17.31,17.76,11.34,,50.2,175.68,129.13,9.065,4.25,263.61,0.24,23.78,52.24,999.97
2013-06-15 02:00:00,0.45,23.77,24.29,8.94,,40.36,261.73,139.81,9.589,3.74,192.82,0.24,23.7,54.86,999.9
2013-06-15 03:00:00,0.38,21.02,21.45,8.37,,41.58,228.27,163.87,10.367,2.97,214.71,0.2,23.33,60.15,999.25
2013-06-15 04:00:00,0.36,21.0,21.37,9.76,,38.51,207.02,166.43,10.304,2.57,208.52,0.13,23.01,63.4,999.57
2013-06-15 05:00:00,0.63,31.56,32.19,10.78,,24.48,235.45,177.12,11.389,2.2,237.13,0.19,22.8,66.5,999.94
2013-06-15 06:00:00,0.5,17.8,18.34,8.79,,34.86,239.97,193.94,11.147,1.94,230.97,0.4,23.13,67.87,1000.33
2013-06-15 07:00:00,0.88,17.92,18.85,7.36,,34.56,295.98,227.07,12.355,1.64,227.99,0.6,23.92,67.18,1000.6
2013-06-15 08:00:00,0.78,16.73,17.59,6.64,,46.84,324.18,273.38,13.795,1.49,213.49,1.29,25.73,63.41,1000.48
2013-06-15 09:00:00,0.77,16.04,16.89,13.55,,65.47,259.2,223.27,13.433,1.98,216.05,1.21,27.67,56.39,1000.19
2013-06-15 10:00:00,0.7,13.84,14.59,25.69,,80.69,191.34,152.56,11.204,3.03,217.06,1.42,29.61,51.18,999.78
2013-06-15 11:00:00,0.5,8.97,9.46,12.95,,78.81,118.57,92.06,9.195,4.89,218.36,1.19,31.28,45.96,999.5
2013-06-15 12:00:00,0.28,7.42,7.71,7.39,,83.92,114.81,85.89,8.125,5.21,216.52,1.59,32.22,41.87,998.78
2013-06-15 13:00:00,0.1,8.31,8.41,5.6,,93.36,155.75,115.15,9.716,4.7,212.22,1.22,33.12,39.92,997.88
2013-06-15 14:00:00,0.08,9.9,9.98,4.68,,93.74,120.71,97.09,8.528,5.46,206.42,1.13,33.84,37.38,997.24
2013-06-15 15:00:00,,9.8,9.78,4.17,,96.93,104.11,80.96,6.56,6.25,208.71,1.22,34.23,35.04,996.78
2013-06-15 16:00:00,,13.15,13.06,4.42,,99.11,149.86,110.24,7.955,5.36,182.62,0.83,34.07,36.3,996.34
2013-06-15 17:00:00,,14.55,14.38,4.59,,99.92,175.87,146.8,10.202,4.13,180.49,0.83,33.32,38.51,996.13
2013-06-15 18:00:00,,19.08,18.96,5.33,,93.84,173.91,145.69,10.194,4.36,178.95,0.73,32.28,39.42,996.38
2013-06-15 19:00:00,,20.0,19.92,5.38,,75.52,344.82,114.38,9.305,5.25,117.1,0.45,30.85,43.65,996.95
2013-06-15 20:00:00,,19.87,19.9,5.72,,69.32,187.56,96.21,9.179,5.5,135.18,0.33,29.55,45.72,997.4
2013-06-15 21:00:00,0.06,19.6,19.69,5.92,,62.84,181.79,93.24,9.283,5.73,123.94,0.24,28.57,46.83,997.85
2013-06-15 22:00:00,0.08,21.61,21.76,7.17,,55.05,198.12,93.46,8.847,5.52,186.63,0.42,27.65,50.0,997.91
2013-06-15 23:00:00,0.08,18.37,18.54,6.05,,50.07,169.27,87.62,8.275,5.91,228.14,0.44,26.87,52.68,997.88
2013-06-16 00:00:00,0.13,18.16,18.37,7.38,,44.5,154.3,102.63,9.097,5.11,246.2,0.17,26.23,54.5,997.72
2013-06-16 01:00:00,0.49,27.31,27.82,7.47,,30.48,269.37,213.85,13.363,3.22,13.42,0.02,25.8,55.4,997.55
2013-06-16 02:00:00,0.68,27.75,28.46,7.32,,26.29,249.09,177.86,11.861,3.57,100.32,0.04,25.1,57.19,997.12
2013-06-16 03:00:00,0.35,15.38,15.81,10.86,,39.71,161.13,92.54,8.771,4.73,255.35,0.16,24.66,59.01,996.69
2013-06-16 04:00:00,0.41,20.98,21.48,12.01,,32.67,169.22,102.87,9.166,4.15,222.31,0.23,24.39,61.74,996.17
2013-06-16 05:00:00,0.49,15.93,16.49,10.92,,37.93,191.49,137.82,9.654,3.16,226.69,0.62,24.18,65.27,996.31
2013-06-16 06:00:00,1.01,18.37,19.43,8.43,,33.94,211.07,154.62,10.203,2.87,214.8,0.5,24.58,66.04,996.69
2013-06-16 07:00:00,1.44,17.82,19.31,7.03,,34.29,118.18,85.43,10.894,2.62,174.25,0.36,25.2,67.05,996.7
2013-06-16 08:00:00,1.51,15.17,16.73,7.02,,39.54,,,10.127,2.49,212.39,0.72,26.74,65.67,996.45
2013-06-16 09:00:00,1.1,13.46,14.59,7.03,,52.58,166.12,97.55,9.513,3.35,214.52,0.91,28.43,62.14,995.94
2013-06-16 10:00:00,0.67,11.67,12.34,15.51,,72.07,146.84,88.48,8.059,4.37,222.21,0.99,30.69,55.71,995.05
2013-06-16 11:00:00,0.33,9.16,9.48,14.64,,87.41,115.41,80.91,5.058,5.75,218.64,1.36,33.0,47.16,994.12
2013-06-16 12:00:00,0.14,10.02,10.16,18.91,,94.27,138.6,91.18,4.701,6.53,214.29,1.48,33.8,44.14,993.11
2013-06-16 13:00:00,,7.68,7.6,15.2,,95.78,100.42,71.19,3.618,8.8,217.27,1.33,35.42,39.86,992.07
2013-06-16 14:00:00,,7.57,7.34,9.84,,97.78,89.71,65.61,3.373,9.34,218.88,1.18,35.79,37.34,991.58
2013-06-16 15:00:00,,10.82,10.54,17.11,,99.98,123.04,85.58,3.962,8.52,220.98,0.78,36.17,35.9,991.03
2013-06-16 16:00:00,,13.94,13.68,16.49,,100.0,127.94,83.16,4.418,8.53,217.96,0.74,36.53,35.42,990.47
2013-06-16 17:00:00,,14.56,14.24,21.26,,99.89,132.64,86.28,4.345,8.75,213.38,0.94,35.98,36.49,990.31
2013-06-16 18:00:00,,20.18,19.89,15.55,,91.17,175.01,107.06,5.778,7.56,220.75,0.6,35.24,39.2,990.68
2013-06-16 19:00:00,,38.18,37.87,15.77,,61.3,205.6,127.55,7.834,6.07,194.73,0.03,33.94,42.72,991.18
2013-06-16 20:00:00,,37.52,37.21,14.26,,49.14,219.04,127.54,10.147,5.51,236.55,0.09,32.26,48.13,991.44
2013-06-16 21:00:00,,31.94,31.68,9.08,,44.35,192.22,99.62,8.513,6.2,245.87,0.09,31.52,51.1,991.72
2013-06-16 22:00:00,,31.86,31.75,8.38,,36.45,172.5,89.43,7.889,6.49,36.14,0.04,31.65,50.9,991.78
2013-06-16 23:00:00,,37.36,37.28,6.93,,22.17,226.2,112.37,10.168,4.95,79.57,0.14,31.05,54.25,991.47
2013-06-17 00:00:00,0.78,35.59,36.37,5.24,,18.71,207.74,106.18,9.954,4.96,55.39,0.13,30.23,58.48,991.43
2013-06-17 01:00:00,18.43,59.26,77.88,9.56,,3.78,348.51,255.67,11.831,1.84,29.32,0.54,28.56,61.49,991.53
2013-06-17 02:00:00,17.86,52.8,70.71,19.65,,2.65,404.99,296.58,11.949,1.02,21.64,0.64,27.01,65.78,991.52
2013-06-17 03:00:00,0.4,35.45,35.9,18.69,,5.28,339.93,247.56,10.989,0.99,34.82,0.87,26.01,70.33,991.78
2013-06-17 04:00:00,18.51,40.36,58.97,14.77,,2.07,307.46,216.5,9.662,0.95,31.4,0.93,25.26,74.52,992.19
2013-06-17 05:00:00,7.48,34.78,42.34,15.04,,2.6,255.15,185.42,8.906,1.01,25.91,0.67,24.61,76.36,992.8
2013-06-17 06:00:00,4.74,29.97,34.79,15.85,,5.25,243.93,182.46,8.317,1.04,17.25,0.66,24.42,76.28,993.37
2013-06-17 07:00:00,2.53,25.09,27.69,16.6,,11.83,254.44,196.08,8.154,1.02,32.86,0.81,24.66,74.4,993.64
2013-06-17 08:00:00,2.92,25.79,28.76,17.53,,18.81,251.68,183.91,7.919,1.14,23.4,0.71,24.99,72.35,993.87
2013-06-17 09:00:00,2.08,24.89,27.03,18.66,,30.38,241.62,170.21,7.518,1.3,13.7,0.77,25.68,69.37,993.96
2013-06-17 10:00:00,3.14,28.39,31.56,19.03,,39.18,230.87,160.63,7.948,1.5,13.23,0.75,26.69,65.77,993.42
2013-06-17 11:00:00,1.56,24.24,25.88,19.29,,53.35,224.43,158.66,7.541,1.65,5.28,0.65,27.95,62.28,993.09
2013-06-17 12:00:00,1.55,28.93,30.52,19.65,,58.96,218.83,158.22,7.243,1.76,359.99,0.65,29.02,58.97,992.86
2013-06-17 13:00:00,0.77,21.38,22.17,17.96,,70.76,233.84,162.46,8.091,1.76,24.27,0.83,29.45,57.73,992.08
2013-06-17 14:00:00,1.1,26.48,27.63,14.44,,57.28,257.28,168.62,7.356,1.65,43.79,1.09,28.62,60.04,991.82
2013-06-17 15:00:00,0.5,19.11,19.64,11.43,,66.25,228.75,172.85,7.597,1.67,48.75,1.24,28.34,61.1,991.44
2013-06-17 16:00:00,0.07,14.11,14.17,8.78,,71.45,258.67,207.92,8.55,1.52,43.53,1.07,28.24,61.89,991.29
2013-06-17 17:00:00,0.07,16.77,16.88,8.37,,67.85,256.28,211.99,8.063,1.52,53.28,0.97,27.89,62.51,991.15
2013-06-17 18:00:00,0.09,15.21,15.38,9.85,,65.87,234.59,198.74,8.445,1.62,44.83,0.83,27.65,62.32,991.38
2013-06-17 19:00:00,0.24,24.42,24.69,11.85,,47.1,200.56,167.25,8.293,1.93,18.37,0.67,27.13,62.17,991.81
2013-06-17 20:00:00,0.37,27.83,28.25,17.05,,35.34,145.19,105.14,7.622,2.69,7.33,0.57,26.45,62.11,992.42
2013-06-17 21:00:00,0.54,43.5,43.93,16.59,,17.82,138.27,89.76,5.91,2.95,21.49,0.64,25.83,63.29,992.85
2013-06-17 22:00:00,1.9,53.54,55.31,16.74,,7.15,152.76,112.68,7.364,2.43,15.06,0.43,25.51,65.65,992.74
2013-06-17 23:00:00,2.81,50.32,52.99,16.9,,5.65,125.28,83.07,7.094,3.06,7.64,0.52,25.25,65.08,992.43
2013-06-18 00:00:00,18.74,53.67,72.51,18.41,,2.32,130.51,87.44,6.644,3.06,25.49,0.53,25.02,64.81,992.17
2013-06-18 01:00:00,4.68,46.83,51.37,22.91,,3.47,133.0,86.49,6.937,3.09,20.27,0.36,25.03,64.08,991.79
2013-06-18 02:00:00,30.63,47.82,78.6,28.79,,2.31,150.33,103.99,6.671,2.55,36.47,0.66,24.87,64.27,991.5
2013-06-18 03:00:00,8.78,32.72,41.57,22.02,,15.45,160.14,98.02,5.691,2.28,29.41,0.81,23.89,71.04,991.63
2013-06-18 04:00:00,1.4,37.7,39.07,12.59,,12.71,135.65,73.13,4.419,2.15,17.37,0.78,22.79,77.35,991.62
2013-06-18 05:00:00,2.59,38.4,40.98,12.49,,17.2,66.22,49.25,3.373,2.79,28.76,0.69,22.51,79.44,991.87
2013-06-18 06:00:00,5.63,45.21,50.72,14.51,,10.14,69.2,55.86,3.489,2.61,26.96,0.41,22.64,78.32,992.21
2013-06-18 07:00:00,2.73,39.22,41.88,15.94,,12.01,78.78,57.6,3.933,2.66,40.11,0.41,22.77,76.25,992.51
2013-06-18 08:00:00,2.96,33.04,36.01,14.78,,19.12,103.06,59.59,4.672,2.6,328.94,0.4,22.85,77.52,992.68
2013-06-18 09:00:00,3.18,26.44,29.73,11.19,,32.01,52.66,41.12,4.429,3.47,21.93,0.24,23.42,74.04,992.42
2013-06-18 10:00:00,19.06,48.38,67.53,17.07,,15.0,85.14,61.35,4.217,3.22,26.01,0.24,24.89,66.36,992.19
2013-06-18 11:00:00,5.33,36.5,41.82,19.87,,26.93,80.19,60.71,4.38,3.43,301.36,0.23,25.47,65.36,991.6
2013-06-18 12:00:00,2.51,22.97,25.55,13.8,,46.57,64.26,42.36,3.916,4.69,66.62,0.36,26.14,60.88,991.01
2013-06-18 13:00:00,7.33,41.21,48.49,16.92,,28.76,102.84,58.7,5.367,4.06,201.73,0.18,26.72,60.87,990.63
2013-06-18 14:00:00,8.54,42.85,51.32,21.0,,28.7,132.6,76.07,6.124,3.23,170.78,0.19,26.65,63.41,990.21
2013-06-18 15:00:00,7.11,37.7,44.8,26.96,,41.65,93.23,63.85,5.181,4.02,90.64,0.38,28.29,56.34,989.73
2013-06-18 16:00:00,4.01,33.59,37.68,21.29,,46.84,87.83,56.96,4.711,4.74,105.38,0.41,29.04,53.15,989.39
2013-06-18 17:00:00,4.19,41.35,45.48,19.68,,37.74,107.15,69.47,5.076,4.53,207.61,0.23,29.52,52.17,989.49
2013-06-18 18:00:00,7.09,56.59,63.63,18.49,,14.94,137.68,90.26,5.841,3.63,227.84,0.5,28.23,56.7,989.61
2013-06-18 19:00:00,5.08,56.25,61.24,18.25,,8.36,156.64,93.68,6.852,3.36,232.9,0.33,27.36,59.66,990.34
2013-06-18 20:00:00,1.36,43.13,44.38,12.66,,17.47,161.7,87.89,7.38,2.89,232.6,0.51,26.49,65.39,990.94
2013-06-18 21:00:00,1.19,36.23,37.42,11.19,,19.59,149.09,99.45,7.899,2.37,249.83,0.21,26.11,69.11,991.54
2013-06-18 22:00:00,13.17,42.58,55.79,10.21,,10.5,174.03,101.98,9.117,2.13,220.54,0.1,25.87,70.46,992.17
2013-06-18 23:00:00,5.38,43.45,48.72,8.41,,5.25,171.66,99.89,8.666,2.03,61.13,0.06,25.48,72.46,992.49
2013-06-19 00:00:00,9.81,43.76,53.52,7.01,,5.2,154.35,87.55,8.957,2.17,222.77,0.08,25.31,72.9,993.06
2013-06-19 01:00:00,6.58,43.19,49.68,6.24,,3.48,162.41,83.52,8.744,2.13,55.17,0.05,25.55,72.13,992.97
2013-06-19 02:00:00,18.11,39.96,58.11,5.93,,2.45,187.49,105.47,9.247,1.89,69.85,0.1,25.57,72.47,992.77
2013-06-19 03:00:00,17.65,37.22,54.96,5.55,,2.32,194.2,110.11,10.47,1.93,73.66,0.38,25.04,74.05,993.3
2013-06-19 04:00:00,1.12,24.73,25.92,5.61,,17.6,143.22,98.44,8.575,1.97,76.4,0.29,24.96,72.83,993.76
2013-06-19 05:00:00,1.18,21.63,22.88,7.17,,22.03,142.21,89.41,8.617,2.13,6.77,0.03,24.77,73.99,994.45
2013-06-19 06:00:00,1.8,20.81,22.65,7.62,,26.74,146.53,94.53,7.482,2.07,8.79,0.05,25.49,72.1,995.14
2013-06-19 07:00:00,3.01,26.29,29.34,8.14,,29.17,155.49,96.04,6.421,2.11,63.39,0.04,26.03,70.24,996.09
2013-06-19 08:00:00,22.11,41.96,64.12,6.88,,4.52,294.78,128.07,13.095,1.61,223.52,0.26,25.4,76.0,996.45
2013-06-19 09:00:00,9.55,42.0,51.48,6.62,,12.65,207.08,120.74,11.214,1.74,185.2,0.03,25.96,72.5,996.58
2013-06-19 10:00:00,4.64,30.6,35.24,6.81,,35.76,193.78,107.19,9.932,2.14,76.9,0.35,27.28,66.94,996.64
2013-06-19 11:00:00,1.54,11.84,13.43,8.13,,65.2,90.91,78.88,7.409,3.02,87.3,0.68,28.55,59.36,996.7
2013-06-19 12:00:00,1.03,7.72,8.75,8.29,,69.27,72.99,51.71,4.636,4.7,70.14,0.5,29.38,52.32,996.68
2013-06-19 13:00:00,0.99,5.8,6.78,6.8,,70.44,,37.32,3.496,7.02,74.27,0.83,30.3,45.44,996.16
2013-06-19 14:00:00,0.97,5.31,6.28,5.28,,66.8,,29.07,2.544,11.05,57.07,0.56,31.0,38.44,996.11
2013-06-19 15:00:00,0.99,6.08,7.05,4.58,,66.29,48.46,31.55,2.89,11.89,64.07,0.58,31.58,36.02,996.06
2013-06-19 16:00:00,0.98,9.59,10.57,4.35,,63.43,60.11,41.39,3.009,10.71,71.19,0.64,31.02,36.44,995.98
2013-06-19 17:00:00,1.17,16.41,17.64,4.13,,54.58,84.26,48.68,4.335,9.98,75.04,0.56,30.57,37.04,996.11
2013-06-19 18:00:00,1.25,21.54,22.85,4.13,,49.45,143.62,65.36,6.198,8.17,80.21,0.64,30.03,42.19,996.35
2013-06-19 19:00:00,1.02,20.46,21.54,4.49,,49.22,184.63,118.09,8.631,4.39,69.79,0.5,29.13,48.84,996.87
2013-06-19 20:00:00,1.14,34.86,36.01,14.34,,30.5,170.82,107.35,8.092,4.59,33.22,0.55,28.27,51.68,997.39
2013-06-19 21:00:00,1.22,29.87,31.15,19.51,,22.42,39.34,27.77,4.487,11.09,319.85,0.48,27.6,47.76,997.85
2013-06-19 22:00:00,2.03,40.18,42.18,18.64,,11.55,60.91,23.88,3.917,13.21,294.73,0.26,27.0,48.64,997.87
2013-06-19 23:00:00,3.86,42.57,46.36,25.7,,12.9,67.09,38.1,4.226,10.0,333.1,0.08,27.33,46.1,997.56
2013-06-20 00:00:00,26.17,48.92,75.15,19.7,,2.78,176.05,64.29,6.614,8.14,231.05,0.1,26.92,50.36,997.64
2013-06-20 01:00:00,53.12,45.72,99.02,15.73,,2.21,208.87,61.16,10.398,6.81,214.53,0.2,26.04,55.63,997.65
2013-06-20 02:00:00,43.19,42.04,85.44,14.4,,2.33,187.46,62.75,9.365,7.1,98.03,0.09,26.02,56.27,997.73
2013-06-20 03:00:00,18.4,38.79,57.29,19.74,,2.17,130.05,51.49,7.189,8.4,61.91,0.13,25.7,57.27,997.7
2013-06-20 04:00:00,36.61,38.08,74.91,17.5,,2.23,137.37,53.19,8.286,7.84,252.3,0.14,25.31,60.21,997.97
2013-06-20 05:00:00,25.49,36.64,62.3,17.92,,2.41,124.57,56.78,8.91,7.74,355.2,0.04,25.54,58.96,998.53
2013-06-20 06:00:00,6.21,31.15,37.44,21.94,,10.52,122.88,68.09,8.66,6.04,52.35,0.17,26.04,54.59,998.89
2013-06-20 07:00:00,7.93,32.08,40.09,23.84,,12.88,198.71,106.38,11.273,4.06,74.29,0.23,26.51,56.25,999.09
2013-06-20 08:00:00,7.66,30.59,38.33,24.29,,29.2,216.17,124.41,10.927,3.21,81.61,0.34,28.4,52.23,999.35
2013-06-20 09:00:00,1.98,13.99,16.05,22.08,,61.34,87.07,76.02,7.065,5.11,154.92,0.13,29.88,43.51,999.58
2013-06-20 10:00:00,1.73,14.88,16.66,36.47,,75.13,188.08,112.81,6.126,4.32,117.8,0.17,31.06,43.03,999.57
2013-06-20 11:00:00,1.44,15.61,17.13,58.63,,85.18,147.68,116.45,5.302,4.97,63.86,0.67,31.51,42.43,999.38
2013-06-20 12:00:00,2.01,23.45,25.54,103.19,,83.53,138.81,120.29,4.023,6.06,64.56,0.72,32.27,39.58,999.15
2013-06-20 13:00:00,1.01,18.2,19.3,61.45,,83.51,143.13,108.69,4.579,5.92,58.13,0.89,31.51,40.98,998.89
2013-06-20 14:00:00,0.87,18.96,19.92,68.93,,91.95,152.1,117.29,4.583,6.05,65.74,0.64,31.39,41.04,998.76
2013-06-20 15:00:00,0.91,15.67,16.62,55.55,,93.25,122.46,113.56,3.647,7.04,20.94,0.56,31.25,39.98,998.46
2013-06-20 16:00:00,2.1,32.11,34.25,28.48,,51.44,145.09,66.12,3.54,7.56,23.49,0.92,30.5,41.91,998.64
2013-06-20 17:00:00,1.99,36.3,38.27,22.0,,37.34,107.75,50.19,3.659,8.4,22.12,0.75,29.62,42.69,999.06
2013-06-20 18:00:00,2.45,39.6,42.0,13.19,,19.07,117.93,25.99,2.127,10.5,30.99,0.88,27.7,45.42,999.64
2013-06-20 19:00:00,2.2,41.43,43.53,12.93,,14.66,91.23,25.52,2.1,11.83,25.76,0.92,26.39,50.49,1000.55
2013-06-20 20:00:00,1.36,20.88,22.29,13.4,,34.49,91.63,19.65,1.736,12.45,22.47,1.01,25.27,53.5,1001.65
2013-06-20 21:00:00,2.17,29.11,31.32,12.5,,28.46,47.51,17.69,2.166,14.71,356.78,0.66,24.95,54.1,1002.39
2013-06-20 22:00:00,1.74,29.52,31.29,13.36,,28.26,40.28,19.08,1.758,14.77,344.79,0.82,24.84,54.56,1002.35
